username,rating,review,date,thumbs_up,sentiment
Meka cika Sari,5,seru banhet,2025-11-26,0,positif
New Testament,5,halaman aplikasi gopay pinjam bergetar,2025-11-26,0,positif
James Leonard,1,ongkos kirim makanan mahal apalagi hujan tambah ongkir 10rb.ada discon pun percuma..setelah discon pun lebih mahal dr beli ditempat.discon kebanyakan berlaku dengan gopay atau kartu kredit..lebih nyaman murah beli makan di aplikasi lain discon smp 52% tanpa harus dgn dana diaplikasi atau kartu kredit...jujur kalah saing gojek dengan yg lain mengenai harga,2025-11-26,1,negatif
Mantan Sekretaris,5,Aplikasi terfavorit💙,2025-11-26,0,positif
Ela,5,alhamdulillah tepat waktu,2025-11-26,0,positif
Mutasab Arung Prajoko,1,"di hp android samsung s24 ultra terkendala untuk download bukti perjalanan saya, pp bandara-rumah (pakai gocar). padahal butuh invoicenya untuk diclaim ke kantor. masa harus screenshoot? perceived usefulness nya 0. tolong segera diperbaiki. trims!",2025-11-26,4,negatif
alfi yah,1,emg skrng klo pesen yg hemat tu hrus dilambatin kah drivernya gedeg bgt bbrpa kali dpt driver yg lambar sengaja dilambat2 in,2025-11-26,1,negatif
ayu dwilestari,1,gojek apk nya harus ada privasi nya biar ga sembarang orang ngechat 🙏,2025-11-26,1,negatif
Banser 01JB,5,semakin mudah,2025-11-26,0,positif
Sugar Z,1,pelayanan pakai ai yang sangat tidak memuaskan.,2025-11-26,1,negatif
Darul 714,5,selalu bisa diandalkan,2025-11-26,0,positif
Lidia Kusuma.w,4,"tolong jangan sampe hari ini aku dikecewakan kadang pesen gofood bisa hampir setengah jam padahal sudah pakai ongkir expres,lebih dibagusin lagi 😭",2025-11-26,2,positif
Ericson S M Nainggolan,2,"kenapa setelah pesan makanan jadi ngefreeze, biasanya lanjut sampai pesanan sudah dibuat",2025-11-26,1,negatif
Bambang Kanigara,5,"mantap, sukses selalu",2025-11-26,0,positif
Budi Man,5,bitang yg nilai,2025-11-26,0,positif
mira amirah,4,double pesanan. jd kasian drivernya,2025-11-26,1,positif
Anna Sari,5,"amat sangat memudahkan,sering banyak promo nya semoga promonya jgn di hilangkn ehehe",2025-11-26,0,positif
Dani Novitasari,5,Mantap sekali gojek banyak promonya,2025-11-26,0,positif
deshana evelyn,1,"drivernya tolong dong jangan idiot semua, dari kemaren naik motor ketemu driver gojek bermasalah semua. sekali make freak nya bukan main nanya privacy semua di tanya gila ya ajarin drivernya buat gausah adu nasib ya tolong terimakasi",2025-11-26,1,negatif
Danis Wara,5,uy gg akhir nya gua bisa pulang dada semua nya muahhh i love youuuuuuuu 😘😘😘,2025-11-26,0,positif
Adityia Nugraha,1,apinya bagus tapi sayang setiap buka fitur gopay pinjamann selalu keluar dan jaringan tba2 gak stabil apa lagi pas buka riwayat transaksinya langsung keluar,2025-11-26,1,negatif
Septian Atma,1,"kalau pesen go car jaraknya dekat selalu di buat nunggu lama. kdang diem aja drivernya gk jalan"" pdahal jga pkek yg prioritas sama saja",2025-11-26,1,negatif
A.Riyanto Riyanto,5,aman nyaman dn efisien,2025-11-26,0,positif
Alwy Ibra,1,apk busuk ga adil pembagian orderan,2025-11-26,2,negatif
Salsa Billa,1,lama bat booking nya,2025-11-26,1,negatif
Lina Muliah,5,oke. sampai saat ini selalu lancar pakai gojek,2025-11-26,0,positif
Agung Baskoro,5,iya murah dan ramah supirnya... thx you,2025-11-26,0,positif
Slamet Hudin,5,"go instan sebaiknya tidak lagi menggunakan nomor... tapi pakai barcode seperti QRIS biar lebih simpel,jadi kesannya tidak seperti kompotitor..",2025-11-26,0,positif
Zainab Aabidah Bussaina,1,buruk banget. nunggu antrian di bandara lama banget. nomor ganjil terus yang keluar. udah nunggu 1 jam,2025-11-26,1,negatif
rrnja,5,mempermudah kemana-mana,2025-11-26,0,positif
Amel Elshinta,2,"gofood ongkir nya gila"" an bgt .. parah",2025-11-26,1,negatif
al nindra chanel,5,bagus banget murah tapi pelayanan nya juga bagus,2025-11-26,0,positif
Dody Java,5,"Mempermudah perjalanan, layanan respon cepat.",2025-11-26,0,positif
Gun's Waper,5,bagus sayang nya metode pembayaran tidak bisa pakai akun dana,2025-11-26,0,positif
Franciscus Ricky,1,"Rugi besar berlangganan GOJEK PLUS. krn dari driver goride, gocar tdk ada yg bisa diandalkan. bener!! mending buat beli saldo utk MAXIM menurut saya",2025-11-26,3,negatif
Victor Ulunk,4,map nya suka mantul2 skr gojeknya,2025-11-26,0,positif
Achmad Syahbudin,5,pake gojek cepet praktis,2025-11-26,0,positif
Leonidas Benaya Putra,1,mahal driver nya ga bener,2025-11-26,1,negatif
Anton Abdullah,5,sangat membantu aktifitas saya,2025-11-26,0,positif
eko jembling,5,"Banyak pilihan dan promo murah, yang pasti aplikasi mudah di operasionalkan..",2025-11-26,1,positif
Fat Fat,5,Alhamdulillah pesanan datang tepat waktu.tetap semangat 💪💖,2025-11-26,0,positif
Elizabeth Selfanay,5,tidak sekamanya harus menggunakan jln tol..klau hamya daerah cinangka ke bsd...lumayan tolnya mahal🤭,2025-11-26,0,positif
Willy Aorta Official,5,Sampai sekarang masih OK,2025-11-26,0,positif
Yanny Pandey,5,aman dan Nyaman baik sebagai pengguna dan sebagai Driver,2025-11-26,0,positif
Jhoni Andrian,5,semua bagus,2025-11-26,0,positif
Pengguna Google,5,dengan Gojeg saya sangat merasa.tertolong...pelayanan smp sekarang baik....sy sdh cukup lama sll.menggunakan Gojeg...tks Gojeg,2025-11-26,0,positif
Anang Ganjar,5,bagus murah,2025-11-26,0,positif
Eca Selamat,5,sangat membantu di segala kondisi dan keperluan sehari-hari,2025-11-26,0,positif
Anom chanel_97,1,aplikasi terjelek sistem tidak rata. revisi bos biar semua dapet orderan,2025-11-26,2,negatif
Heldy Ivan,1,Tiba-tiba di kembalikan ke gopay reguler,2025-11-26,1,negatif
Esina Sitorus,3,"pesen gocar di berau,kaltim, dr bandara ke rmh cuma 5 menit. byk driver g mau ambil alasan argo murah,mau nya ikut hrga travel apa bagaimana?. tolong diperbaiki mitra"" kalian itu, terutama yg dkt bandara kalimarau",2025-11-26,1,netral
khoiriyah oxeL,5,senengnya pake gojek itu sat set dan maps nya pasti,2025-11-26,0,positif
Ismail Majid,5,Mudah dan praktis pengunaannya,2025-11-26,0,positif
Nevile Murdhany,5,"amanah selalu pakai gojek,,tarifnya juga wow murah",2025-11-26,0,positif
Sul Pan,5,mantap banget,2025-11-26,0,positif
Yundi Dwi P,5,lebih praktis,2025-11-26,0,positif
Hilman Maulana,5,ini aplikasi paling praktis buat makanan🙏🫡,2025-11-26,0,positif
Talitha Syafa,2,"perbaiki pesannya dong kok tulisannya ""chat lagi gak bisa, nih"" mulu?? mana ga ada alasan kenapa chatnya ga bisa, aneh, jadi susah chat sama drivernya klo gabisa trus",2025-11-26,2,negatif
PutrA JapuNg LaMpung tiMur,5,"cukup puas. trimakasih,,😊👍",2025-11-26,0,positif
Bonny Larasati,2,eeeeKTP yang tidak pernah gagal paham dan e ee eee eee eeee eeeeee ee cawagubnya e,2025-11-26,1,negatif
Veronica Halim,1,"hujan susah dapat. mobil juga sama, kalo hujan gak dapat",2025-11-26,2,negatif
Fadilatus Zahro,1,"iya gojek ngasih harga murah murah tapi kenapa sih drivernya susah susah banget pada gamau jalan, buru buru sampe 3 kali driver ngecancel tolong, gojek drivernya di perhatikan",2025-11-26,1,negatif
Nikma Hidayah,5,aplikasinya sangat membantu,2025-11-26,0,positif
Chiavaarie Axx,1,bloon ga bisa login,2025-11-26,1,negatif
Ganda Putra Sinaga,1,Drivernya semua gak niat kerja apaa gimana nyari driver susah amat apa kalo g niat gak usah kerja,2025-11-26,1,negatif
Riska Nurjanah,4,"map nya sering salah kalau ke rumah saya, jalan ditutup. TPI diarahin kesitu terus, kasian driver nya... 😩 .pdhl bnyk jln yg lebih mudah . ini muteer...",2025-11-26,1,positif
Ardi Ansyah,1,banyak driver yg mengeluh titik jemput. di batalin malahh di bekukan akun gua kacauuu,2025-11-26,1,negatif
Kia Askia,1,"saya nggak bisa masuk ke akun gopay saya,karna email yg saya sambungkan ke apk ini udah nggak aktif.padahal ada saldo saya di akun gopay itu satu juta.mohon bantuannya 🙏",2025-11-26,1,negatif
Fernando Nando,5,saya selalu naik gojek untuk sekolah,2025-11-26,0,positif
ika setyawati,5,sangat bagus sekali terimakasih pak gojek saya diantar ke IGD rumah sakit pukul 00.50 sehingga saya langsung dapat perawatan....🙏,2025-11-26,0,positif
Sofi Sofi,5,sip banget,2025-11-26,0,positif
Maryulisman (Maryu),5,Memudahkan,2025-11-26,0,positif
Abdullah Arrozi,5,cepat dan lancar bagus,2025-11-26,0,positif
Aan Bahrudin,5,bagus bermapat👍,2025-11-26,0,positif
Stanley Mawati,5,Aplikasi komplit membantu kehidupan banyak orang...,2025-11-25,0,positif
Ali Bay,1,pelayanan tidak bagus,2025-11-25,1,negatif
Nabila alya azizah,1,nunggu dapatin drivernya 1 jam lebih. ga bisa dibatalkan harus nunggu lamaaq sekali. pelayanan dri apkny juga jelek masa g bisa buat laporan. ngasih saran juga ga bisa. mana ongkir mahal bgt sampe lama. ga lagi deh make ini,2025-11-25,1,negatif
Suprih,5,aplikasi yang sangat bagus mudah dan simpel,2025-11-25,0,positif
Ahmad Gafin,5,sangat berguna,2025-11-25,0,positif
Roy Rahmad,1,"Driver kalian itu di seleksi lagi, banyak yg gk beres dan suka ugal2an di jalan dan tidak mematuhi peraturan lalu lintas, sangat merugikan pengendara lain, khusus ny di kota medan",2025-11-25,1,negatif
Lutvy 01,4,"pokonya terbantu banget kemana"" jadi lebih cepet dan efisiensi",2025-11-25,0,positif
Sri Wahyuni,1,Tolong apabila terjadi keterlambatan mendapatkan driver untuk proses pembatalan jangan bertele-tele. apabila belum dapat driver tolong dapat segera dilakukan pembatalan pesanan. Karena customer sudah menunggu lama tp akhirnya kalian bilang tidak tersedia driver.!! sungguh pelayanan yang sangat mengecewakan!!!,2025-11-25,1,negatif
Mozkha Liberrination,5,"mantav para drivernya, terimakasih semua",2025-11-25,0,positif
Ach Soleh udin,3,"susah untuk nge batalin pesanan di gofood,",2025-11-25,1,netral
Bekti Tri setyowati,5,"Mantap.. Sangat membantu sekali saat berpergian/ sedang lapar, tinggal kring saja.. tp untuk ongkir go food jangan mahal"" ya.. 😂",2025-11-25,0,positif
Eva Sofa Riana,5,Cukup.membantu,2025-11-25,0,positif
purnami 88,5,makasi sudah kasi pelayanan antar mkanan sampe rumah,2025-11-25,0,positif
Muh Andi,2,Assalamualaikum bang ke cepat sekali tertutup pendaftaran driver go-jek online nya di Makassar Sulawesi Selatan,2025-11-25,1,negatif
Klono Manungso,5,"aplikasi semakin mudah diacces, good",2025-11-25,0,positif
Wendi Handoko,5,driver ramah dan nyaman,2025-11-25,0,positif
Ruang ide,5,"keren, memudahkan kita untuk pesan sesuatu",2025-11-25,0,positif
Reeei _,3,makin lama makin susah nyari driver,2025-11-25,1,netral
Ryan nobs,5,saya suka banget 😎,2025-11-25,0,positif
Rival Asamegah,5,aplikadi sangat mendukung,2025-11-25,0,positif
Fadilah Fadilah,1,tidak bisa mensejahterahkan banyak driver.kalah bersaing dengan promo GRAB,2025-11-25,2,negatif
Wiladisastra,2,"makin ke sini makin berat aplikasinya, udah 3 bulan gak bisa qr, tiket kereta g kebaca, lemot",2025-11-25,1,negatif
Deky Anas,5,pengalaman yang mengesankan,2025-11-25,0,positif
Muh Amin Arsyad,1,gilaaa ongkirnya,2025-11-25,1,negatif
Aip Barax,1,Tidak bagus,2025-11-25,1,negatif
kaka maliky,5,pasti ada jalan,2025-11-25,0,positif
Benny Guttom85,5,oke banyakin diskonnya kalau bisa ya,2025-11-25,0,positif
Yulia Widyawati,5,gojek pemecah masalah apa saja...,2025-11-25,0,positif
Mamun Mamun rama,1,gojek pinjam ga jlas saya kecewa,2025-11-25,1,negatif
Naufal,1,entah kenapa sering banget pas pesan itu gojeknya error jadi gk bisa ngechat sama pengemudinya gk keliatan jalan kalau mau balikin jadi normal harus ke menu awal dulu baru balik ke pantau pesanan,2025-11-25,1,negatif
abu sofyan,5,sopan orang nya mengendarai motor nya pas,2025-11-25,0,positif
Risma Manru,4,"attirudedrivernya byk yg minuss ,beri edukasi yg bnr. krn tgs kita mmg melayani",2025-11-25,1,positif
selaksa sendu,5,"sejauh ini murah bgt ramah di kantong mahasiswa, jangan dulu naik ya jek",2025-11-25,0,positif
kevin sembiring,1,"Lelet, Gajelas, Customer Service Buruk",2025-11-25,1,negatif
Marry,5,aplikasi terbaik menurut saya. pelayanan sangat diutamakan. saya sdh pakai bertahun2 dan blm bspindah ke lain hati😍,2025-11-25,0,positif
Helidha Permana,5,"banyak kemudahan yang sudah dilakukan gojek, terima kasih",2025-11-25,0,positif
Sefri Yeni,5,Ongkos gojek naik ngak kira kira terlalu mahal,2025-11-25,0,positif
alf edyass,3,kemahalan. lama lama pindah grab aja,2025-11-25,1,netral
firly aprilia,5,selalu tidak mengecewakan,2025-11-25,0,positif
Joean Ramadhan Martin,4,cukup baik,2025-11-25,0,positif
dindaa s.,1,"banyak bapak"" tempramen, suka ngomongin orang, tua bangka suka ngejek jelek bgt pelayanann nya jg, harus di boikot sih ini.",2025-11-25,1,negatif
Eka Suciutami,5,respon nya cepat,2025-11-25,0,positif
Felicia Lee,1,cari driver lama terus padahal ditengah kota,2025-11-25,1,negatif
cantikha,1,males bgt sama driver nyaaa.... gak ramahh mintol dong min minimal suruh driver nya jalankan 3S nyaa..,2025-11-25,1,negatif
Andi Arzy,1,"belanja pake gomart katanya lebih cepat tapi ternyata di tolak terus sm driver ny, buang buang waktu!!",2025-11-25,1,negatif
bhakti kurnia,1,"Hari ini dapet driver g d respon nungguin lama g ada d jemput. Hampir sejam nungguin. Mulai hari ini Uninstall aplikasi. Habis ini ada notifikasi balasan mohon maaf tapi tidak ada perubahan. Lihat komentar d bawah di tanggal tanggal sebelumnya. Sangat buruk!!!!!!!!!!! enggak layak sudah usang. masih banyak layanan lain selain ini. ""Uninstall""",2025-11-25,5,negatif
Rianti Munadi,5,pelayanan ok,2025-11-25,0,positif
mami Sarah,3,"makin susah pencariannya, ketik nama makanan ga muncul, malah yg muncul hanya nama resto yg mirip saja. lebih mudah versi lama",2025-11-25,2,netral
Choi Lee,5,"baik , memuaskan",2025-11-25,0,positif
Allika Fidia,3,"tolong dibantu entah kenapa akhir akhir ini apl nya susah sinyal dan error apalg pas mau tap out kereta, ada pop up notif kalo misal harus aktifin lokasi padahal lokasi ngga pernah mati dan karena itu jd ngga bisa pesan apapun bahkan goride aja susah bgt harus reboot hp dulu baru normal lg",2025-11-25,7,netral
Hendra Chan,2,kasihan sama driverny udah orderan ada yang prio ritas buat yang regulur penjemputan jauh jauh aplikator cuma minkirin untung doang drevernya di pasak ambil orderan yang jauh kata drever kl di lewatkan bikin akun gagu ( yang aabar buat abang drevernya semuanya pasti ada hikmahnya ) salam sehat buat drever,2025-11-25,1,negatif
Elisabeth Jesica Kristiantoko,5,sangat terpercaya forex haha aku sangat suka sekali,2025-11-25,0,positif
Rilmi,5,puas pakai GO-JEK,2025-11-25,0,positif
Moh Taufik,5,memudahkan perjalanan,2025-11-25,0,positif
kenadi pribadi,4,ok dah....................................,2025-11-25,0,positif
Istiadah Muliati,5,Cukup baik,2025-11-25,0,positif
Ayah Muda,1,Kenapa saya mau aktifkan gopay pinjam dengan e-KTP yang sama dengan email yang sama ..kenapa gak bisa juga malah di tolak..yg malah respon robot,2025-11-25,10,negatif
Ahmad Mustofa,1,driver mobil banyak yang tidak jelas . di chat tidak dibalas.dimaps tidak jalan .,2025-11-25,1,negatif
Jony Soff123,5,Aflikasi ini sangan bagus,2025-11-25,0,positif
Aprillia F,2,"Gojek apa tidak menyediakan Customer Service live ya, kalo komplain susah sekali. yang jawab boot",2025-11-25,1,negatif
Faizah Nurul,1,parah sih komplain karena gofood makanan kurang tapi sama sekali gak ada respon dari aplikasi atau dari restonya,2025-11-25,2,negatif
marzuki ardi,5,gojek tetap terdepan.. SEMANGAT ALL TEAM!!!,2025-11-25,0,positif
Ujang Afandi,5,Alhamdulillah berkah,2025-11-25,0,positif
Mochammad Nurcholiq,5,Sangat Memudahkan dan kalau bisa perbanyak voucher diskonnya. thanks🙏,2025-11-25,0,positif
Ani,5,"untuk gofood, apabila tidak mendapatkan driver, tolong berikan opsi untuk ambil sendiri saat 1 kali tidak dapat driver. karena nunggu lama sambil kelaparan itu ga enak.",2025-11-25,0,positif
rina syafiq,5,"bagus banget gak kayak maxim, pengendara nya gatal2 kayak mau diculik rasanya, mana minta2 nomor WA pula, mending gojek kebanyakan muda2 gitu, lah klo yg sebelah bapak2 gatal semua, kesel troma kali sama maxim, buat Gojek lop you",2025-11-25,0,positif
Mar Daus,1,aplikasi susah cari drivernya tutup ja aplikasi nya,2025-11-25,1,negatif
Yu tumini,1,Attitude mitra buruk,2025-11-25,1,negatif
Dwi Alfarisi,1,"perlahan2 customer mulai pindah ke shopeefood sebaiknya koreksi diri , kenapa bisa seperti itu",2025-11-25,1,negatif
M Sideq Bagus P,1,Tolong bikin iklan di apk lain yang bener bener dong tombol x nya itu malah redirect ke apk. gw udah download apk lu ya makin kesel yang harus nya cepet malah makin lama gw nonton dracin nya bangke. jangan kapitalis kek shoope gojek capek gw nyari tombol x di iklan lu mirip amat ma shoope susah bet nyari tombol x di iklan. gw bintang 1 karena gw kesel ma iklan lu.,2025-11-25,1,negatif
Aysar Umar,2,Peraturan Menteri Perdagangan No. 50 Tahun 2020 tentang Perdagangan Melalui Sistem Elektronik (PMSE) – khusus e-commerce Pasal 9: Konsumen berhak membatalkan pesanan sebelum barang dikirim oleh penjual. jadi tidak ada efisiensi nya ketika sistem pembatalan harus di minta konsumen menunggu hingga 1 jam setengah saking susah nya driver di temukan,2025-11-24,1,negatif
MERLYN ISABELLA ELYSABETH,5,sangat puassss,2025-11-24,0,positif
Ibnu Ibuy,1,Pilihan reguler maupun express dapat ridernya selalu telat. ujung-ujungnya customer yang di rugikan,2025-11-24,1,negatif
Sahria Usman,5,pelayanan cepat dan amanah,2025-11-24,0,positif
Annesᥲ ωolf (ɴessᥲ),1,gofood ny gaada gratis ongkir jir,2025-11-24,1,negatif
alifia namira salsabila,5,BANYAK PROMOOO LOVEE GOJEKK,2025-11-24,0,positif
Novi Andika,5,ongkos lebih murah !!✌️,2025-11-24,0,positif
umii madianah,1,seperti ditipu driver minta ganti titik lokasi tujuan lalu pembayaran saya awalnya 30ribu menjadi 206ribu,2025-11-24,1,negatif
Riska AF,5,pas dikantong,2025-11-24,0,positif
Salwa 15,5,always dapet driver yang amanh,2025-11-24,0,positif
Rahadi Widhiyo,1,"malam kepada mitra gojek, saya orang Restaurant saya mau informasikan yang tidak mengenakkan kepada driver gojek ketika ngambil makanan di outlet kami, dengan posisi driver tersebut tangannya mau mukul saya. mohon untuk kebijakan dari mitra gojek. nama drivernya Sobri",2025-11-24,2,negatif
Alda Destiarini,2,"maaf gojek sekarang jelek banget. beli gofood susah banget dapat drivernya. udah 1 jam bahkan lebih ga dapat-dapat juga. kalo memang ga bisa dapat driver dalam setengah jam, lebih baik ada pilihan untuk bisa di cancel aja. jangan menunggu 1 jam baru bisa di cancel. kasian yg sakit perlu makan cepat malah tambah sakit.",2025-11-24,1,negatif
Khalisah Pope,5,aplikasinya bagus bangett,2025-11-24,0,positif
XI IPS 1_25 RANGGA ANDHIKA,1,"aplikasi gajelas, susah cancel pesanan, cari driver susah",2025-11-24,1,negatif
Rizky Yanti,5,mempermuda,2025-11-24,0,positif
badriyah herolin,5,pelayanan selalu oke,2025-11-24,0,positif
Eric A.T,1,setiap pemesanan goride fitur chat nya centang satu mulu!! sinyal kenceng masa iya karena sinyal? tolong perbaiki lahh oi omzet gede ga dibenerin,2025-11-24,2,negatif
Ita Marselia,5,pengen order makanan tinggal pakai gofood,2025-11-24,0,positif
